method_name,dataset_name,train_id,ap_0.5,train_cell_num
cellpose-cyto2,cellpose_specialized,0,0.8260134919123217,90
cellpose-cyto2,cellpose_specialized,1,0.8121679018844258,93
cellpose-cyto2,cellpose_specialized,10,0.8613387454639782,68
cellpose-cyto2,cellpose_specialized,11,0.8217436237768694,94
cellpose-cyto2,cellpose_specialized,12,0.711770199239254,124
cellpose-cyto2,cellpose_specialized,13,0.8246595317667181,84
cellpose-cyto2,cellpose_specialized,14,0.8402539166537198,88
cellpose-cyto2,cellpose_specialized,15,0.780771789225665,146
cellpose-cyto2,cellpose_specialized,16,0.8528864979743958,149
cellpose-cyto2,cellpose_specialized,17,0.8070623197338798,90
cellpose-cyto2,cellpose_specialized,18,0.826044575734572,96
cellpose-cyto2,cellpose_specialized,19,0.8042704354632985,90
cellpose-cyto2,cellpose_specialized,2,0.8111236095428467,76
cellpose-cyto2,cellpose_specialized,20,0.8759479305960916,115
cellpose-cyto2,cellpose_specialized,21,0.85849590735002,98
cellpose-cyto2,cellpose_specialized,22,0.8667880296707153,33
cellpose-cyto2,cellpose_specialized,23,0.8556578647006642,75
cellpose-cyto2,cellpose_specialized,24,0.8336546095934781,49
cellpose-cyto2,cellpose_specialized,25,0.8541491736065258,62
cellpose-cyto2,cellpose_specialized,26,0.8648302826014432,48
cellpose-cyto2,cellpose_specialized,27,0.8601347804069519,45
cellpose-cyto2,cellpose_specialized,28,0.8085470714352347,55
cellpose-cyto2,cellpose_specialized,29,0.8572337410666726,119
cellpose-cyto2,cellpose_specialized,3,0.7715769870714708,95
cellpose-cyto2,cellpose_specialized,30,0.849077744917436,77
cellpose-cyto2,cellpose_specialized,31,0.8554703484882008,35
cellpose-cyto2,cellpose_specialized,32,0.8846529884771868,58
cellpose-cyto2,cellpose_specialized,33,0.8416728214784102,54
cellpose-cyto2,cellpose_specialized,34,0.8656961376016791,42
cellpose-cyto2,cellpose_specialized,35,0.871966611255299,40
cellpose-cyto2,cellpose_specialized,36,0.8299888399514285,30
cellpose-cyto2,cellpose_specialized,37,0.8309964808550748,46
cellpose-cyto2,cellpose_specialized,38,0.868615285916762,34
cellpose-cyto2,cellpose_specialized,39,0.8464149290865118,111
cellpose-cyto2,cellpose_specialized,4,0.7996002930131826,97
cellpose-cyto2,cellpose_specialized,40,0.8729063055732034,50
cellpose-cyto2,cellpose_specialized,41,0.8270651047879999,63
cellpose-cyto2,cellpose_specialized,42,0.8185635209083557,99
cellpose-cyto2,cellpose_specialized,43,0.8289323151111603,118
cellpose-cyto2,cellpose_specialized,44,0.8341937390240756,72
cellpose-cyto2,cellpose_specialized,45,0.8073471676219593,52
cellpose-cyto2,cellpose_specialized,46,0.8390729318965565,25
cellpose-cyto2,cellpose_specialized,47,0.8255410356955095,23
cellpose-cyto2,cellpose_specialized,48,0.8232287601991133,27
cellpose-cyto2,cellpose_specialized,49,0.853912050073797,13
cellpose-cyto2,cellpose_specialized,5,0.8006259528073397,124
cellpose-cyto2,cellpose_specialized,50,0.8150720758871599,27
cellpose-cyto2,cellpose_specialized,51,0.8025517517870123,6
cellpose-cyto2,cellpose_specialized,52,0.8256766579367898,22
cellpose-cyto2,cellpose_specialized,53,0.7873307249762795,5
cellpose-cyto2,cellpose_specialized,54,0.8456659696318887,11
cellpose-cyto2,cellpose_specialized,55,0.8245247114788402,27
cellpose-cyto2,cellpose_specialized,56,0.8222251534461975,25
cellpose-cyto2,cellpose_specialized,57,0.8386933857744391,40
cellpose-cyto2,cellpose_specialized,58,0.8349896181713451,17
cellpose-cyto2,cellpose_specialized,59,0.8039920330047607,16
cellpose-cyto2,cellpose_specialized,6,0.8520686788992449,65
cellpose-cyto2,cellpose_specialized,60,0.8263247825882651,16
cellpose-cyto2,cellpose_specialized,61,0.807395263151689,8
cellpose-cyto2,cellpose_specialized,62,0.8102888248183511,31
cellpose-cyto2,cellpose_specialized,63,0.8473658019846136,21
cellpose-cyto2,cellpose_specialized,64,0.8495055978948419,16
cellpose-cyto2,cellpose_specialized,65,0.8580213351683184,61
cellpose-cyto2,cellpose_specialized,66,0.8029032024470243,10
cellpose-cyto2,cellpose_specialized,67,0.8353820768269625,10
cellpose-cyto2,cellpose_specialized,68,0.873350278897719,24
cellpose-cyto2,cellpose_specialized,69,0.8556820045817982,16
cellpose-cyto2,cellpose_specialized,7,0.7610592516985807,151
cellpose-cyto2,cellpose_specialized,70,0.815674673427235,37
cellpose-cyto2,cellpose_specialized,71,0.8107972795313055,23
cellpose-cyto2,cellpose_specialized,72,0.8555834130807356,10
cellpose-cyto2,cellpose_specialized,73,0.829711523923007,59
cellpose-cyto2,cellpose_specialized,74,0.8193929574706338,15
cellpose-cyto2,cellpose_specialized,75,0.885952044617046,17
cellpose-cyto2,cellpose_specialized,76,0.8289084326137196,34
cellpose-cyto2,cellpose_specialized,77,0.845961099321192,32
cellpose-cyto2,cellpose_specialized,78,0.8540631370110945,20
cellpose-cyto2,cellpose_specialized,79,0.8582123734734275,49
cellpose-cyto2,cellpose_specialized,8,0.8206008726900275,77
cellpose-cyto2,cellpose_specialized,80,0.8404462770982222,31
cellpose-cyto2,cellpose_specialized,81,0.8250936215574091,22
cellpose-cyto2,cellpose_specialized,82,0.8247808434746482,14
cellpose-cyto2,cellpose_specialized,83,0.8473677851937034,28
cellpose-cyto2,cellpose_specialized,84,0.8126339695670388,9
cellpose-cyto2,cellpose_specialized,85,0.7998450967398557,32
cellpose-cyto2,cellpose_specialized,86,0.8323353691534563,22
cellpose-cyto2,cellpose_specialized,87,0.8419255397536538,27
cellpose-cyto2,cellpose_specialized,88,0.8615592013705861,23
cellpose-cyto2,cellpose_specialized,9,0.8096771917559884,123
cellpose-cyto2,cellseg_blood,0,0.6735211397920337,11
cellpose-cyto2,cellseg_blood,1,0.6397299596241542,6
cellpose-cyto2,cellseg_blood,10,0.6122523141758782,19
cellpose-cyto2,cellseg_blood,100,0.7363503405026027,18
cellpose-cyto2,cellseg_blood,101,0.6094254787479129,16
cellpose-cyto2,cellseg_blood,102,0.5915259399584362,12
cellpose-cyto2,cellseg_blood,103,0.635771951505116,27
cellpose-cyto2,cellseg_blood,104,0.7496718168258667,14
cellpose-cyto2,cellseg_blood,105,0.5325797562088285,11
cellpose-cyto2,cellseg_blood,106,0.7144080357892173,16
cellpose-cyto2,cellseg_blood,107,0.6244243340832847,10
cellpose-cyto2,cellseg_blood,108,0.6532350906303951,15
cellpose-cyto2,cellseg_blood,109,0.6712832025119236,12
cellpose-cyto2,cellseg_blood,11,0.5786840404782977,15
cellpose-cyto2,cellseg_blood,110,0.6520038907017026,11
cellpose-cyto2,cellseg_blood,111,0.6427052233900342,20
cellpose-cyto2,cellseg_blood,112,0.5613211052758353,10
cellpose-cyto2,cellseg_blood,113,0.3831354486090795,20
cellpose-cyto2,cellseg_blood,114,0.425634639603751,11
cellpose-cyto2,cellseg_blood,115,0.7111827560833522,11
cellpose-cyto2,cellseg_blood,116,0.5969320748533521,15
cellpose-cyto2,cellseg_blood,117,0.4774871851716722,12
cellpose-cyto2,cellseg_blood,118,0.2411312349140643,17
cellpose-cyto2,cellseg_blood,119,0.6114702033145087,17
cellpose-cyto2,cellseg_blood,12,0.5608745919806617,20
cellpose-cyto2,cellseg_blood,120,0.6587477539266858,31
cellpose-cyto2,cellseg_blood,121,0.7048351956265313,22
cellpose-cyto2,cellseg_blood,122,0.6351018377712795,16
cellpose-cyto2,cellseg_blood,123,0.2927287476403372,9
cellpose-cyto2,cellseg_blood,124,0.2592352516949177,10
cellpose-cyto2,cellseg_blood,125,0.6251509317329952,12
cellpose-cyto2,cellseg_blood,126,0.6353866394077029,13
cellpose-cyto2,cellseg_blood,127,0.5775060696261269,27
cellpose-cyto2,cellseg_blood,128,0.6297228293759483,16
cellpose-cyto2,cellseg_blood,129,0.565488623721259,16
cellpose-cyto2,cellseg_blood,13,0.3762900387602193,16
cellpose-cyto2,cellseg_blood,130,0.7018788797514779,29
cellpose-cyto2,cellseg_blood,131,0.5664007333772523,13
cellpose-cyto2,cellseg_blood,132,0.4249905369111469,5
cellpose-cyto2,cellseg_blood,133,0.3211751256936362,9
cellpose-cyto2,cellseg_blood,134,0.1273987224059445,5
cellpose-cyto2,cellseg_blood,135,0.547515732901437,16
cellpose-cyto2,cellseg_blood,136,0.6631071695259639,18
cellpose-cyto2,cellseg_blood,137,0.2555258226181779,11
cellpose-cyto2,cellseg_blood,138,0.409691463623728,5
cellpose-cyto2,cellseg_blood,14,0.4704183457153184,7
cellpose-cyto2,cellseg_blood,15,0.5625561624765396,21
cellpose-cyto2,cellseg_blood,16,0.3955752508980887,14
cellpose-cyto2,cellseg_blood,17,0.4616178795695305,18
cellpose-cyto2,cellseg_blood,18,0.4676133532609258,16
cellpose-cyto2,cellseg_blood,19,0.4738121506358896,12
cellpose-cyto2,cellseg_blood,2,0.6005071508032935,8
cellpose-cyto2,cellseg_blood,20,0.6422872224024364,25
cellpose-cyto2,cellseg_blood,21,0.6322531231812069,15
cellpose-cyto2,cellseg_blood,22,0.6236697786620685,22
cellpose-cyto2,cellseg_blood,23,0.6335653832980565,29
cellpose-cyto2,cellseg_blood,24,0.6443606402192797,15
cellpose-cyto2,cellseg_blood,25,0.6045819350651332,25
cellpose-cyto2,cellseg_blood,26,0.0195085092314651,3
cellpose-cyto2,cellseg_blood,27,0.5379730846200671,11
cellpose-cyto2,cellseg_blood,28,0.5606898665428162,17
cellpose-cyto2,cellseg_blood,29,0.5094412096909114,26
cellpose-cyto2,cellseg_blood,3,0.6296655493123191,10
cellpose-cyto2,cellseg_blood,30,0.5964363196066448,10
cellpose-cyto2,cellseg_blood,31,0.614600311432566,24
cellpose-cyto2,cellseg_blood,32,0.4508495501109532,16
cellpose-cyto2,cellseg_blood,33,0.3656050078570843,5
cellpose-cyto2,cellseg_blood,34,0.4855108048234667,18
cellpose-cyto2,cellseg_blood,35,0.5918153290237699,26
cellpose-cyto2,cellseg_blood,36,0.422236189778362,29
cellpose-cyto2,cellseg_blood,37,0.5994717755487987,11
cellpose-cyto2,cellseg_blood,38,0.4730127932769911,21
cellpose-cyto2,cellseg_blood,39,0.4355803462011473,12
cellpose-cyto2,cellseg_blood,4,0.4967227642025266,12
cellpose-cyto2,cellseg_blood,40,0.5543222278356552,17
cellpose-cyto2,cellseg_blood,41,0.5659018733671733,19
cellpose-cyto2,cellseg_blood,42,0.6053473300167492,7
cellpose-cyto2,cellseg_blood,43,0.4532809321369443,22
cellpose-cyto2,cellseg_blood,44,0.6083333854164396,26
cellpose-cyto2,cellseg_blood,45,0.500705885035651,11
cellpose-cyto2,cellseg_blood,46,0.7192082532814571,18
cellpose-cyto2,cellseg_blood,47,0.7402553813798087,16
cellpose-cyto2,cellseg_blood,48,0.4859873695032937,18
cellpose-cyto2,cellseg_blood,49,0.6887074027742658,31
cellpose-cyto2,cellseg_blood,5,0.3833147478955133,11
cellpose-cyto2,cellseg_blood,50,0.5859695885862622,21
cellpose-cyto2,cellseg_blood,51,0.5113751313516072,18
cellpose-cyto2,cellseg_blood,52,0.7108036002942494,18
cellpose-cyto2,cellseg_blood,53,0.4373024542416845,14
cellpose-cyto2,cellseg_blood,54,0.5562853408711297,9
cellpose-cyto2,cellseg_blood,55,0.5338198712893895,19
cellpose-cyto2,cellseg_blood,56,0.5990328533308846,24
cellpose-cyto2,cellseg_blood,57,0.4990229063800403,9
cellpose-cyto2,cellseg_blood,58,0.5285497020397868,16
cellpose-cyto2,cellseg_blood,59,0.5213887808578355,20
cellpose-cyto2,cellseg_blood,6,0.477307025875364,19
cellpose-cyto2,cellseg_blood,60,0.5325325493301664,25
cellpose-cyto2,cellseg_blood,61,0.5204931731734957,19
cellpose-cyto2,cellseg_blood,62,0.4253431643758501,20
cellpose-cyto2,cellseg_blood,63,0.6116270976407188,19
cellpose-cyto2,cellseg_blood,64,0.628099398953574,12
cellpose-cyto2,cellseg_blood,65,0.6810726459537234,28
cellpose-cyto2,cellseg_blood,66,0.6753638578312737,27
cellpose-cyto2,cellseg_blood,67,0.2577402546469654,18
cellpose-cyto2,cellseg_blood,68,0.5860007575580052,15
cellpose-cyto2,cellseg_blood,69,0.1742046257214886,8
cellpose-cyto2,cellseg_blood,7,0.3105431273579597,8
cellpose-cyto2,cellseg_blood,70,0.5008930840662548,15
cellpose-cyto2,cellseg_blood,71,0.0445269499240176,6
cellpose-cyto2,cellseg_blood,72,0.2332369027925389,22
cellpose-cyto2,cellseg_blood,73,0.5262324171406882,26
cellpose-cyto2,cellseg_blood,74,0.5004111698695591,18
cellpose-cyto2,cellseg_blood,75,0.5709815451077053,19
cellpose-cyto2,cellseg_blood,76,0.5497081343616758,11
cellpose-cyto2,cellseg_blood,77,0.2913570875035865,13
cellpose-cyto2,cellseg_blood,78,0.719871061188834,25
cellpose-cyto2,cellseg_blood,79,0.7902785411902836,27
cellpose-cyto2,cellseg_blood,8,0.4849846703665597,14
cellpose-cyto2,cellseg_blood,80,0.6997950034482139,10
cellpose-cyto2,cellseg_blood,81,0.8520050346851349,25
cellpose-cyto2,cellseg_blood,82,0.7574527178491864,16
cellpose-cyto2,cellseg_blood,83,0.7530553128038134,24
cellpose-cyto2,cellseg_blood,84,0.8041727457727704,25
cellpose-cyto2,cellseg_blood,85,0.5497919310416494,7
cellpose-cyto2,cellseg_blood,86,0.5128166537199702,6
cellpose-cyto2,cellseg_blood,87,0.3083022497594356,3
cellpose-cyto2,cellseg_blood,88,0.611793977873666,21
cellpose-cyto2,cellseg_blood,89,0.593485523547445,24
cellpose-cyto2,cellseg_blood,9,0.586360439658165,17
cellpose-cyto2,cellseg_blood,90,0.6482262675251279,11
cellpose-cyto2,cellseg_blood,91,0.7323988931519645,9
cellpose-cyto2,cellseg_blood,92,0.663692267877715,12
cellpose-cyto2,cellseg_blood,93,0.4173625569258417,6
cellpose-cyto2,cellseg_blood,94,0.7404374565396991,13
cellpose-cyto2,cellseg_blood,95,0.6002822369337082,13
cellpose-cyto2,cellseg_blood,96,0.6085226535797119,17
cellpose-cyto2,cellseg_blood,97,0.5750907829829625,20
cellpose-cyto2,cellseg_blood,98,0.6560663197721753,16
cellpose-cyto2,cellseg_blood,99,0.6085463272673743,14
cellpose-cyto2,deepbacs_rod_brightfield,0,0.3087217127283413,68
cellpose-cyto2,deepbacs_rod_brightfield,1,0.1971126029888788,85
cellpose-cyto2,deepbacs_rod_brightfield,10,0.654886664946874,135
cellpose-cyto2,deepbacs_rod_brightfield,11,0.0,43
cellpose-cyto2,deepbacs_rod_brightfield,12,0.1009517973288893,58
cellpose-cyto2,deepbacs_rod_brightfield,13,0.4509379376967748,78
cellpose-cyto2,deepbacs_rod_brightfield,14,0.7128914356231689,90
cellpose-cyto2,deepbacs_rod_brightfield,15,0.3242452412843704,69
cellpose-cyto2,deepbacs_rod_brightfield,16,0.1014635510742664,54
cellpose-cyto2,deepbacs_rod_brightfield,17,0.3690514018138249,93
cellpose-cyto2,deepbacs_rod_brightfield,18,0.4038651973009109,106
cellpose-cyto2,deepbacs_rod_brightfield,2,0.1655879604319731,52
cellpose-cyto2,deepbacs_rod_brightfield,3,0.428429905573527,96
cellpose-cyto2,deepbacs_rod_brightfield,4,0.4837973833084106,68
cellpose-cyto2,deepbacs_rod_brightfield,5,0.2070888126889864,63
cellpose-cyto2,deepbacs_rod_brightfield,6,0.3981126298507054,76
cellpose-cyto2,deepbacs_rod_brightfield,7,0.382878515124321,78
cellpose-cyto2,deepbacs_rod_brightfield,8,0.4520767976840337,98
cellpose-cyto2,deepbacs_rod_brightfield,9,0.6110440055529277,124
cellpose-cyto2,deepbacs_rod_fluorescence,0,0.3977928027976304,28
cellpose-cyto2,deepbacs_rod_fluorescence,1,0.7106790214776992,116
cellpose-cyto2,deepbacs_rod_fluorescence,10,0.7592092454433441,118
cellpose-cyto2,deepbacs_rod_fluorescence,11,0.3557715645059943,32
cellpose-cyto2,deepbacs_rod_fluorescence,12,0.8201671659946441,146
cellpose-cyto2,deepbacs_rod_fluorescence,13,0.362567151337862,24
cellpose-cyto2,deepbacs_rod_fluorescence,14,0.5965962991118431,28
cellpose-cyto2,deepbacs_rod_fluorescence,15,0.6745430342853069,28
cellpose-cyto2,deepbacs_rod_fluorescence,16,0.7124090477824211,33
cellpose-cyto2,deepbacs_rod_fluorescence,17,0.7235322825610637,41
cellpose-cyto2,deepbacs_rod_fluorescence,18,0.6701206192374229,53
cellpose-cyto2,deepbacs_rod_fluorescence,19,0.764314490556717,58
cellpose-cyto2,deepbacs_rod_fluorescence,2,0.4076746188104153,23
cellpose-cyto2,deepbacs_rod_fluorescence,20,0.7629522204399108,67
cellpose-cyto2,deepbacs_rod_fluorescence,21,0.5797923654317856,84
cellpose-cyto2,deepbacs_rod_fluorescence,22,0.4873755443841219,36
cellpose-cyto2,deepbacs_rod_fluorescence,23,0.6904933869838714,100
cellpose-cyto2,deepbacs_rod_fluorescence,24,0.2276571661233902,21
cellpose-cyto2,deepbacs_rod_fluorescence,25,0.2556156206876039,27
cellpose-cyto2,deepbacs_rod_fluorescence,26,0.3179082289338112,31
cellpose-cyto2,deepbacs_rod_fluorescence,27,0.6156039845664054,35
cellpose-cyto2,deepbacs_rod_fluorescence,28,0.5786432903259993,46
cellpose-cyto2,deepbacs_rod_fluorescence,29,0.5921736717224121,59
cellpose-cyto2,deepbacs_rod_fluorescence,3,0.2903355665504932,29
cellpose-cyto2,deepbacs_rod_fluorescence,30,0.6067293733358383,78
cellpose-cyto2,deepbacs_rod_fluorescence,31,0.6319454491138459,96
cellpose-cyto2,deepbacs_rod_fluorescence,32,0.7774675369262696,117
cellpose-cyto2,deepbacs_rod_fluorescence,33,0.628595407679677,39
cellpose-cyto2,deepbacs_rod_fluorescence,34,0.7702306926250457,150
cellpose-cyto2,deepbacs_rod_fluorescence,35,0.3634526081383228,13
cellpose-cyto2,deepbacs_rod_fluorescence,36,0.4859440394677222,16
cellpose-cyto2,deepbacs_rod_fluorescence,37,0.0,23
cellpose-cyto2,deepbacs_rod_fluorescence,38,0.2228983962908386,25
cellpose-cyto2,deepbacs_rod_fluorescence,39,0.6144604459637776,32
cellpose-cyto2,deepbacs_rod_fluorescence,4,0.5196313158608973,36
cellpose-cyto2,deepbacs_rod_fluorescence,40,0.6186666693771258,38
cellpose-cyto2,deepbacs_rod_fluorescence,41,0.5981410153210163,42
cellpose-cyto2,deepbacs_rod_fluorescence,42,0.6258092686533928,50
cellpose-cyto2,deepbacs_rod_fluorescence,43,0.7311524420976638,68
cellpose-cyto2,deepbacs_rod_fluorescence,44,0.5413814216852189,43
cellpose-cyto2,deepbacs_rod_fluorescence,45,0.783335417509079,80
cellpose-cyto2,deepbacs_rod_fluorescence,46,0.4137345872819423,21
cellpose-cyto2,deepbacs_rod_fluorescence,47,0.347752595692873,25
cellpose-cyto2,deepbacs_rod_fluorescence,48,0.5701248032506555,28
cellpose-cyto2,deepbacs_rod_fluorescence,49,0.5164166246075184,34
cellpose-cyto2,deepbacs_rod_fluorescence,5,0.6072072573006153,48
cellpose-cyto2,deepbacs_rod_fluorescence,50,0.5942023456096649,45
cellpose-cyto2,deepbacs_rod_fluorescence,51,0.4297347199171781,53
cellpose-cyto2,deepbacs_rod_fluorescence,52,0.5913457486778497,63
cellpose-cyto2,deepbacs_rod_fluorescence,53,0.5908600017428398,73
cellpose-cyto2,deepbacs_rod_fluorescence,54,0.6895090378820896,87
cellpose-cyto2,deepbacs_rod_fluorescence,55,0.6368663735687733,50
cellpose-cyto2,deepbacs_rod_fluorescence,56,0.6442189171910286,104
cellpose-cyto2,deepbacs_rod_fluorescence,57,0.3638990208506584,19
cellpose-cyto2,deepbacs_rod_fluorescence,58,0.5051603872328997,23
cellpose-cyto2,deepbacs_rod_fluorescence,59,0.4799918666481971,26
cellpose-cyto2,deepbacs_rod_fluorescence,6,0.7489265009760857,53
cellpose-cyto2,deepbacs_rod_fluorescence,60,0.6180947611108423,32
cellpose-cyto2,deepbacs_rod_fluorescence,61,0.7090055406093597,37
cellpose-cyto2,deepbacs_rod_fluorescence,62,0.7252255544066429,48
cellpose-cyto2,deepbacs_rod_fluorescence,63,0.6824763029813766,61
cellpose-cyto2,deepbacs_rod_fluorescence,64,0.498466745018959,74
cellpose-cyto2,deepbacs_rod_fluorescence,65,0.7116013795137406,94
cellpose-cyto2,deepbacs_rod_fluorescence,66,0.7358432590961457,60
cellpose-cyto2,deepbacs_rod_fluorescence,67,0.7902229607105256,112
cellpose-cyto2,deepbacs_rod_fluorescence,68,0.4406503140926361,16
cellpose-cyto2,deepbacs_rod_fluorescence,69,0.5751774042844773,18
cellpose-cyto2,deepbacs_rod_fluorescence,7,0.6962869897484779,63
cellpose-cyto2,deepbacs_rod_fluorescence,70,0.4853506281971931,22
cellpose-cyto2,deepbacs_rod_fluorescence,71,0.3814295382471755,29
cellpose-cyto2,deepbacs_rod_fluorescence,72,0.5533916175365448,33
cellpose-cyto2,deepbacs_rod_fluorescence,73,0.5950290203094483,37
cellpose-cyto2,deepbacs_rod_fluorescence,74,0.7013055607676506,47
cellpose-cyto2,deepbacs_rod_fluorescence,75,0.7049726501107216,58
cellpose-cyto2,deepbacs_rod_fluorescence,76,0.8328503787517547,65
cellpose-cyto2,deepbacs_rod_fluorescence,77,0.7506198287010193,72
cellpose-cyto2,deepbacs_rod_fluorescence,78,0.7233226895332336,72
cellpose-cyto2,deepbacs_rod_fluorescence,79,0.7339059799909592,91
cellpose-cyto2,deepbacs_rod_fluorescence,8,0.7992127895355224,72
cellpose-cyto2,deepbacs_rod_fluorescence,9,0.7393910914659501,97
cellpose-cyto2,dsb2018_stardist,0,0.809696723818779,27
cellpose-cyto2,dsb2018_stardist,104,0.4092920511960983,21
cellpose-cyto2,dsb2018_stardist,111,0.7928407210111618,138
cellpose-cyto2,dsb2018_stardist,113,0.8088661563396454,24
cellpose-cyto2,dsb2018_stardist,122,0.7981487965583801,133
cellpose-cyto2,dsb2018_stardist,124,0.5949945118278265,16
cellpose-cyto2,dsb2018_stardist,128,0.8191000509262085,70
cellpose-cyto2,dsb2018_stardist,132,0.7325469508767128,23
cellpose-cyto2,dsb2018_stardist,133,0.710707103908062,79
cellpose-cyto2,dsb2018_stardist,144,0.4815825405716896,8
cellpose-cyto2,dsb2018_stardist,147,0.435200282074511,25
cellpose-cyto2,dsb2018_stardist,149,0.2415092414245009,65
cellpose-cyto2,dsb2018_stardist,154,0.740008465051651,18
cellpose-cyto2,dsb2018_stardist,155,0.5803032287955284,49
cellpose-cyto2,dsb2018_stardist,158,0.703481168448925,27
cellpose-cyto2,dsb2018_stardist,161,0.8287078678607941,36
cellpose-cyto2,dsb2018_stardist,162,0.8055146044492721,31
cellpose-cyto2,dsb2018_stardist,163,0.8029536056518555,32
cellpose-cyto2,dsb2018_stardist,166,0.7467044895887375,16
cellpose-cyto2,dsb2018_stardist,169,0.4004428835213184,19
cellpose-cyto2,dsb2018_stardist,170,0.2930870021507143,27
cellpose-cyto2,dsb2018_stardist,181,0.7211239445209503,25
cellpose-cyto2,dsb2018_stardist,183,0.785340479016304,20
cellpose-cyto2,dsb2018_stardist,197,0.8147360950708389,206
cellpose-cyto2,dsb2018_stardist,20,0.4137202576175332,28
cellpose-cyto2,dsb2018_stardist,204,0.3096408748440444,35
cellpose-cyto2,dsb2018_stardist,207,0.8103267526626587,44
cellpose-cyto2,dsb2018_stardist,215,0.6957183414697647,49
cellpose-cyto2,dsb2018_stardist,222,0.8098224347829819,36
cellpose-cyto2,dsb2018_stardist,226,0.8153427213430404,20
cellpose-cyto2,dsb2018_stardist,227,0.7478331032395363,20
cellpose-cyto2,dsb2018_stardist,229,0.4606838889047503,10
cellpose-cyto2,dsb2018_stardist,241,0.2051694354973733,9
cellpose-cyto2,dsb2018_stardist,244,0.4643346409872174,12
cellpose-cyto2,dsb2018_stardist,248,0.7657205659151077,147
cellpose-cyto2,dsb2018_stardist,250,0.8159054952859879,168
cellpose-cyto2,dsb2018_stardist,252,0.4161222501099109,15
cellpose-cyto2,dsb2018_stardist,258,0.4589224932715297,132
cellpose-cyto2,dsb2018_stardist,260,0.2523347038030624,20
cellpose-cyto2,dsb2018_stardist,261,0.7855591243505478,44
cellpose-cyto2,dsb2018_stardist,266,0.4122181884944439,42
cellpose-cyto2,dsb2018_stardist,272,0.7327319276332855,31
cellpose-cyto2,dsb2018_stardist,276,0.7980111026763916,53
cellpose-cyto2,dsb2018_stardist,278,0.5851696240901947,10
cellpose-cyto2,dsb2018_stardist,280,0.4032411271706223,10
cellpose-cyto2,dsb2018_stardist,282,0.8109719288349152,124
cellpose-cyto2,dsb2018_stardist,286,0.7582430607080459,65
cellpose-cyto2,dsb2018_stardist,290,0.8071168780326843,141
cellpose-cyto2,dsb2018_stardist,294,0.6868808096647263,23
cellpose-cyto2,dsb2018_stardist,298,0.4619062255322933,22
cellpose-cyto2,dsb2018_stardist,300,0.8206262505054474,29
cellpose-cyto2,dsb2018_stardist,305,0.4572358315065503,24
cellpose-cyto2,dsb2018_stardist,308,0.4085036558657884,17
cellpose-cyto2,dsb2018_stardist,31,0.1882420093379914,10
cellpose-cyto2,dsb2018_stardist,312,0.405974793639034,16
cellpose-cyto2,dsb2018_stardist,313,0.8471333181858063,90
cellpose-cyto2,dsb2018_stardist,316,0.5186640805751085,21
cellpose-cyto2,dsb2018_stardist,32,0.4354432590305805,17
cellpose-cyto2,dsb2018_stardist,320,0.8448824381828308,27
cellpose-cyto2,dsb2018_stardist,327,0.3369735609786585,17
cellpose-cyto2,dsb2018_stardist,342,0.7205887818336487,52
cellpose-cyto2,dsb2018_stardist,350,0.2691089321393519,58
cellpose-cyto2,dsb2018_stardist,360,0.2879940090328455,12
cellpose-cyto2,dsb2018_stardist,361,0.4025736408680677,10
cellpose-cyto2,dsb2018_stardist,363,0.3460254846513271,8
cellpose-cyto2,dsb2018_stardist,368,0.8385824716091156,28
cellpose-cyto2,dsb2018_stardist,37,0.4561331424862146,11
cellpose-cyto2,dsb2018_stardist,372,0.7675595426559448,29
cellpose-cyto2,dsb2018_stardist,373,0.3203711453685537,24
cellpose-cyto2,dsb2018_stardist,385,0.1080864628683775,30
cellpose-cyto2,dsb2018_stardist,386,0.7799199223518372,21
cellpose-cyto2,dsb2018_stardist,388,0.5303351691737771,80
cellpose-cyto2,dsb2018_stardist,391,0.1161309570260345,21
cellpose-cyto2,dsb2018_stardist,396,0.6111567315459251,29
cellpose-cyto2,dsb2018_stardist,401,0.5097938633710146,11
cellpose-cyto2,dsb2018_stardist,402,0.8134731990098953,150
cellpose-cyto2,dsb2018_stardist,403,0.4674095442891121,47
cellpose-cyto2,dsb2018_stardist,409,0.8373337179422379,120
cellpose-cyto2,dsb2018_stardist,41,0.6734998570382595,157
cellpose-cyto2,dsb2018_stardist,414,0.7885009211301803,28
